1569335124190024,0,0.1882,0.2844,0.0295,0.8260,-0.6624,-0.3800
1569335125483804,0,0.1765,0.2900,-3.2344,0.0000,-2.2211,-0.0007
1569335125517216,0,0.0195,0.0083,-0.0017,2.8320,-1.8071,-0.1985
1569335125550621,0,0.0249,0.0071,-0.0088,2.7556,-1.7308,-0.2443
1569335125584082,0,0.0247,0.0051,0.0059,2.8014,-1.4255,-0.0764
1569335125617505,0,0.0281,0.0083,0.0037,3.3968,-1.6850,-0.4886
1569335125650897,0,0.0291,0.0076,-0.0017,2.9846,-1.0896,-0.0000
1569335125684340,0,0.0283,0.0078,0.0037,2.0839,0.2692,0.1984
1569335125717759,0,0.0271,0.0042,-0.0046,2.7098,3.5974,0.6564
1569335125751183,0,0.0137,-0.0046,0.0132,1.3663,11.8112,-1.4810
1569335125784583,0,0.0266,-0.0369,0.0037,1.3358,11.0784,-3.1756
1569335125818000,0,0.0078,0.0220,0.0181,-3.0306,15.1242,-1.8016
1569335125851450,0,-0.0156,-0.0173,-0.0051,0.3587,4.3608,-0.3359
1569335125884880,0,0.0083,0.0051,0.0107,2.4961,0.5287,-1.2672
1569335125918308,0,-0.0188,0.0188,0.0120,1.7938,-0.0056,-1.2825
1569335125951712,0,-0.0071,0.0134,0.0095,-0.8932,-1.1965,-0.5802
1569335125985130,0,-0.0090,-0.0093,-0.0168,-3.1528,-1.7613,0.7022
1569335126051980,0,-0.0142,-0.0237,-0.0125,1.4884,-1.8987,1.5267
1569335126085426,0,-0.0208,-0.0056,-0.0090,4.0533,-0.6316,-0.9161
1569335126118817,0,-0.0168,0.0168,0.0181,1.9770,-3.7613,1.7557
1569335126152250,0,-0.0015,-0.0210,-0.0005,3.1068,-4.0056,1.5114
1569335126185671,0,-0.0137,0.0134,0.0156,5.4274,-3.3186,0.5190
1569335126219120,0,-0.0142,-0.0056,0.0076,-0.3589,-6.9064,1.1755
1569335126252516,0,-0.0056,-0.0078,-0.0264,-2.7558,-9.7919,0.3969
1569335126285939,0,0.0046,-0.0188,-0.0166,-0.7864,-2.7537,-1.3436
1569335126319396,0,-0.0112,0.0059,0.0161,-2.1299,-4.9980,-0.2443
1569335126352797,0,0.0056,0.0068,0.0046,-5.3207,-7.3339,0.5038
1569335126386198,0,0.0154,-0.0300,0.0039,-4.8932,-5.2881,-0.4123
1569335126419650,0,0.0122,-0.0413,0.0232,-3.6719,-3.9293,-1.1298
1569335126453059,0,0.0071,-0.0264,0.0168,-1.9467,-5.9445,-1.7558
1569335126486476,0,0.0000,-0.0029,0.0310,-1.0612,-3.2575,-3.5878
1569335126519908,0,-0.0066,-0.0071,0.0115,-9.8703,1.9639,-0.8855
1569335126553298,0,-0.0166,-0.0146,0.0332,1.5648,-5.8682,5.0992
1569335126620141,0,0.0024,-0.0325,0.0212,-14.1299,-8.4178,-0.7634
1569335126653578,0,0.0276,-0.0530,0.0164,-7.2444,-14.9369,3.9084
1569335126686998,0,0.0098,-0.0557,0.0203,-15.8398,-11.3339,3.7557
1569335126720438,0,0.0195,-0.0457,0.0076,-44.0993,-18.4789,-3.3283
1569335126753855,0,0.0425,-0.0918,0.0393,-55.4734,-12.0819,-7.1909
1569335126787262,0,0.0454,-0.1628,0.0183,-36.7711,-7.9445,-4.0458
1569335126820701,0,0.0828,-0.1609,-0.0300,-31.3360,-7.2423,-3.2978
1569335126854117,0,0.0520,-0.1284,0.0039,-20.0077,6.8799,0.5038
1569335126887590,0,0.0171,-0.1968,0.0583,-8.9848,5.3074,5.6641
1569335126920984,0,0.0437,-0.2520,0.0427,-13.6871,-0.7384,1.7710
1569335126954389,0,0.0496,-0.2419,0.0249,-9.1070,4.3455,-5.0077
1569335126987813,0,0.0054,-0.1963,0.0452,-8.9848,8.4524,-2.5497
1569335127021278,0,-0.0159,-0.2488,0.0430,-7.6871,5.2921,-0.8092
1569335127054680,0,-0.0142,-0.2231,0.0701,-5.8856,5.2463,0.4274
1569335127088098,0,-0.0332,-0.3184,0.0200,13.6869,10.2997,-0.5497
1569335127121538,0,-0.0525,-0.2432,0.0442,-0.8627,12.2234,2.6717
1569335127188421,0,-0.0474,-0.2676,0.0078,-8.3131,16.0402,3.8015
1569335127221794,0,-0.0620,-0.2617,-0.0334,-2.9543,12.4524,0.3053
1569335127255218,0,-0.0847,-0.3081,0.0593,-9.7024,26.3303,-0.9313
1569335127288644,0,-0.0544,-0.3130,0.0198,7.7633,22.1318,-0.5955
1569335127322036,0,-0.0215,-0.3657,0.0027,36.8930,24.9104,1.3435
1569335127355489,0,-0.1255,-0.0781,0.0325,78.3739,30.5287,7.1450
1569335127388920,0,-0.1008,-0.1201,0.0229,62.3434,19.5516,3.0076
1569335127422388,0,-0.0740,-0.1270,-0.0273,49.9312,8.9410,2.3664
1569335127455707,0,-0.0620,-0.0764,-0.0518,56.1755,5.5364,10.3511
1569335127489114,0,-0.0820,0.0208,0.0032,54.7098,9.5822,18.1526
1569335127522589,0,-0.0535,-0.0139,0.0830,13.4426,-14.2194,1.9847
1569335127556033,0,-0.0117,-0.0383,0.0281,6.7098,-10.7384,-3.7405
1569335127589451,0,-0.0288,-0.0166,0.0464,-1.2138,-7.0743,-2.0611
1569335127622872,0,-0.0596,-0.0132,0.0032,-10.1451,-6.7842,-4.4886
1569335127656257,0,-0.0657,-0.0266,-0.0024,-11.7177,-8.6621,2.3969
1569335127689695,0,-0.0474,-0.0403,-0.0068,-9.0917,-7.9140,3.1450
1569335127756582,0,-0.0544,-0.0574,0.0032,-13.6108,-2.6926,2.4732
1569335127789965,0,-0.0615,-0.0828,0.0176,-14.2520,-4.2804,3.1755
1569335127823422,0,-0.0396,-0.1104,0.0085,-10.3283,-7.8377,0.4274
1569335127856789,0,-0.0518,-0.0715,0.0137,-3.2749,-7.1507,-1.2520
1569335127890254,0,-0.0691,-0.0693,0.0107,1.2442,-11.8987,1.1908
1569335127923693,0,-0.0554,-0.0759,0.0469,10.5571,-10.8300,0.7939
1569335127957086,0,-0.0886,-0.0085,0.0356,14.6335,-1.5018,1.2213
1569335127990476,0,-0.0706,-0.0374,0.0278,8.0075,-4.0056,4.9465
1569335128023930,0,-0.0510,-0.0718,-0.0388,12.5266,-5.1965,3.8320
1569335128057425,0,-0.0667,-0.0601,0.0076,14.5419,-7.6087,2.8702
1569335128090808,0,-0.0496,-0.0691,0.0393,17.1831,-7.3491,3.4198
1569335128124202,0,-0.0532,-0.0352,0.0405,18.1907,-8.2804,2.4885
1569335128157619,0,-0.0386,0.0046,0.0161,16.4045,-8.1125,3.7251
1569335128191038,0,-0.0383,-0.0149,-0.0015,5.7480,-4.6316,1.2213
1569335128224474,0,-0.0349,0.0022,0.0037,-3.3971,-4.9980,2.2290
1569335128257920,0,-0.0518,-0.0522,-0.0129,1.3052,-4.1277,5.5725
1569335128324759,0,-0.0237,-0.0583,-0.0015,-8.8474,-2.2499,-0.8855
1569335128358181,0,-0.0696,-0.0242,0.0000,4.9388,-3.0438,-1.5726
1569335128391585,0,-0.0283,-0.0518,0.0098,9.5190,0.3150,2.8855
1569335128425033,0,-0.0264,-0.0239,0.0247,10.4197,-7.2270,3.6183
1569335128458412,0,-0.0369,-0.0117,0.0156,3.9617,-4.4178,2.3816
1569335128491862,0,-0.0330,-0.0134,0.0049,3.0152,-6.7690,3.2213
1569335128525255,0,-0.0266,-0.0288,0.0129,2.3587,-6.3415,4.9160
1569335128558699,0,-0.0115,-0.0205,-0.0042,-1.7482,-9.5323,3.3893
1569335128592143,0,-0.0068,-0.0618,-0.0044,1.8854,-4.2499,3.1297
1569335128625526,0,-0.0056,-0.0657,0.0132,4.0228,-0.6621,1.0381
1569335128658971,0,-0.0105,-0.0310,0.0183,3.3052,-4.2499,-0.6718
1569335128692413,0,-0.0168,-0.0195,-0.0188,3.6258,-2.6468,0.7328
1569335128725798,0,-0.0127,-0.0315,0.0095,1.6717,-3.7461,0.6412
